
SetupTitle, FET Id-Vd
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HP, Name=Vdrain, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=3 V, Step=500 mV, No. of Steps=NaN, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU3:HR, Name=Vgate, Start=-4 V, Stop=NaN V, Step=100 mV, No. of Steps=43, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:HR, Name=Vsource, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vgate	-4,-3.9,-3.8,-3.7,-3.6,-3.5,-3.4,-3.3,-3.2,-3.1,-3,-2.9,-2.8,-2.7,-2.6,-2.5,-2.4,-2.3,-2.2,-2.1,-2,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-0.999999999999997,-0.899999999999997,-0.799999999999997,-0.699999999999998,-0.599999999999998,-0.499999999999998,-0.399999999999998,-0.299999999999998,-0.199999999999998,-0.0999999999999976,2.41473507855972E-15,0.100000000000002,0.200000000000002	-4	0.1	43
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vdrain, Vgate, Idrain
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, FET Id-Vd
Dimension1, 7, 7, 7
Dimension2, 43, 43, 43
DataName, Vdrain, Vgate, Idrain
DataValue, 0, -4, 1.7661899999999998E-08
DataValue, 0.5, -4, 4.97041E-08
DataValue, 1, -4, 1.0480599999999999E-07
DataValue, 1.5, -4, 1.84573E-07
DataValue, 2, -4, 2.99548E-07
DataValue, 2.5, -4, 4.44219E-07
DataValue, 3, -4, 6.21002E-07
DataValue, 0, -3.9, 1.1819499999999999E-08
DataValue, 0.5, -3.9, 3.7127399999999994E-08
DataValue, 1, -3.9, 8.43852E-08
DataValue, 1.5, -3.9, 1.56508E-07
DataValue, 2, -3.9, 2.62596E-07
DataValue, 2.5, -3.9, 3.9838099999999997E-07
DataValue, 3, -3.9, 5.67115E-07
DataValue, 0, -3.8000000000000003, 9.2477999999999986E-09
DataValue, 0.5, -3.8000000000000003, 3.0715999999999995E-08
DataValue, 1, -3.8000000000000003, 7.24251E-08
DataValue, 1.5, -3.8000000000000003, 1.3694399999999999E-07
DataValue, 2, -3.8000000000000003, 2.35212E-07
DataValue, 2.5, -3.8000000000000003, 3.62471E-07
DataValue, 3, -3.8000000000000003, 5.21859E-07
DataValue, 0, -3.7, 6.83613E-09
DataValue, 0.5, -3.7, 2.44775E-08
DataValue, 1, -3.7, 6.1426099999999989E-08
DataValue, 1.5, -3.7, 1.1949E-07
DataValue, 2, -3.7, 2.10003E-07
DataValue, 2.5, -3.7, 3.2902599999999997E-07
DataValue, 3, -3.7, 4.79809E-07
DataValue, 0, -3.6, 5.12115E-09
DataValue, 0.5, -3.6, 1.9709099999999997E-08
DataValue, 1, -3.6, 5.2035799999999993E-08
DataValue, 1.5, -3.6, 1.0674509999999999E-07
DataValue, 2, -3.6, 1.86434E-07
DataValue, 2.5, -3.6, 2.9962E-07
DataValue, 3, -3.6, 4.42615E-07
DataValue, 0, -3.5, 3.72864E-09
DataValue, 0.5, -3.5, 1.55697E-08
DataValue, 1, -3.5, 4.3690599999999996E-08
DataValue, 1.5, -3.5, 9.3064599999999985E-08
DataValue, 2, -3.5, 1.66222E-07
DataValue, 2.5, -3.5, 2.7255899999999997E-07
DataValue, 3, -3.5, 4.08332E-07
DataValue, 0, -3.4, 2.62394E-09
DataValue, 0.5, -3.4, 1.2086399999999998E-08
DataValue, 1, -3.4, 3.6337599999999996E-08
DataValue, 1.5, -3.4, 8.06688E-08
DataValue, 2, -3.4, 1.47544E-07
DataValue, 2.5, -3.4, 2.47348E-07
DataValue, 3, -3.4, 3.75863E-07
DataValue, 0, -3.3000000000000003, 1.8413E-09
DataValue, 0.5, -3.3000000000000003, 1.0556099999999999E-08
DataValue, 1, -3.3000000000000003, 3.2827899999999996E-08
DataValue, 1.5, -3.3000000000000003, 7.4637599999999988E-08
DataValue, 2, -3.3000000000000003, 1.3864699999999998E-07
DataValue, 2.5, -3.3000000000000003, 2.3678299999999998E-07
DataValue, 3, -3.3000000000000003, 3.63448E-07
DataValue, 0, -3.2, 1.22406E-09
DataValue, 0.5, -3.2, 3.36179E-08
DataValue, 1, -3.2, 8.36612E-08
DataValue, 1.5, -3.2, 1.60356E-07
DataValue, 2, -3.2, 2.91161E-07
DataValue, 2.5, -3.2, 4.70141E-07
DataValue, 3, -3.2, 7.07768E-07
DataValue, 0, -3.1, -4.5223E-10
DataValue, 0.5, -3.1, 5.14255E-07
DataValue, 1, -3.1, 1.0297100000000001E-06
DataValue, 1.5, -3.1, 2.02512E-06
DataValue, 2, -3.1, 3.3365700000000004E-06
DataValue, 2.5, -3.1, 5.06962E-06
DataValue, 3, -3.1, 7.3210000000000007E-06
DataValue, 0, -3, -1.9848499999999997E-08
DataValue, 0.5, -3, 8.79213E-06
DataValue, 1, -3, 1.83232E-05
DataValue, 1.5, -3, 3.39025E-05
DataValue, 2, -3, 5.33281E-05
DataValue, 2.5, -3, 0.0018810300000000001
DataValue, 3, -3, 0.0024861
DataValue, 0, -2.9, -2.84849E-07
DataValue, 0.5, -2.9, 0.000308596
DataValue, 1, -2.9, 0.00068265200000000006
DataValue, 1.5, -2.9, 0.00118309
DataValue, 2, -2.9, 0.00179627
DataValue, 2.5, -2.9, 0.0023994
DataValue, 3, -2.9, 0.00303059
DataValue, 0, -2.8000000000000003, -3.9846800000000004E-06
DataValue, 0.5, -2.8000000000000003, 0.001094
DataValue, 1, -2.8000000000000003, 0.00345028
DataValue, 1.5, -2.8000000000000003, 0.0059181
DataValue, 2, -2.8000000000000003, 0.00818557
DataValue, 2.5, -2.8000000000000003, 0.01038859
DataValue, 3, -2.8000000000000003, 0.0123131
DataValue, 0, -2.7, -1.74388E-05
DataValue, 0.5, -2.7, 0.00423552
DataValue, 1, -2.7, 0.00585085
DataValue, 1.5, -2.7, 0.00807045
DataValue, 2, -2.7, 0.01037218
DataValue, 2.5, -2.7, 0.012139500000000001
DataValue, 3, -2.7, 0.0141752
DataValue, 0, -2.6, -2.65577E-05
DataValue, 0.5, -2.6, 0.00886928
DataValue, 1, -2.6, 0.0082782400000000009
DataValue, 1.5, -2.6, 0.00896586
DataValue, 2, -2.6, 0.01105328
DataValue, 2.5, -2.6, 0.012668700000000002
DataValue, 3, -2.6, 0.014799000000000001
DataValue, 0, -2.5, -3.1028900000000004E-05
DataValue, 0.5, -2.5, 0.0162785
DataValue, 1, -2.5, 0.014943900000000001
DataValue, 1.5, -2.5, 0.012611400000000002
DataValue, 2, -2.5, 0.0119004
DataValue, 2.5, -2.5, 0.0133684
DataValue, 3, -2.5, 0.015371200000000002
DataValue, 0, -2.4, -3.37861E-05
DataValue, 0.5, -2.4, 0.025102600000000003
DataValue, 1, -2.4, 0.0239579
DataValue, 1.5, -2.4, 0.0204695
DataValue, 2, -2.4, 0.016474600000000002
DataValue, 2.5, -2.4, 0.015022700000000002
DataValue, 3, -2.4, 0.0162132
DataValue, 0, -2.3000000000000003, -3.5159E-05
DataValue, 0.5, -2.3000000000000003, 0.031446800000000004
DataValue, 1, -2.3000000000000003, 0.0340051
DataValue, 1.5, -2.3000000000000003, 0.030298800000000004
DataValue, 2, -2.3000000000000003, 0.024999600000000004
DataValue, 2.5, -2.3000000000000003, 0.0197873
DataValue, 3, -2.3000000000000003, 0.018037300000000003
DataValue, 0, -2.2, -3.5948900000000004E-05
DataValue, 0.5, -2.2, 0.0360455
DataValue, 1, -2.2, 0.0447629
DataValue, 1.5, -2.2, 0.041050300000000005
DataValue, 2, -2.2, 0.035444100000000006
DataValue, 2.5, -2.2, 0.028649800000000003
DataValue, 3, -2.2, 0.0226632
DataValue, 0, -2.1, -3.68902E-05
DataValue, 0.5, -2.1, 0.0390502
DataValue, 1, -2.1, 0.056291400000000005
DataValue, 1.5, -2.1, 0.052179400000000008
DataValue, 2, -2.1, 0.046783500000000006
DataValue, 2.5, -2.1, 0.039522600000000005
DataValue, 3, -2.1, 0.0316088
DataValue, 0, -2, -3.74129E-05
DataValue, 0.5, -2, 0.0409298
DataValue, 1, -2, 0.0636545
DataValue, 1.5, -2, 0.0634085
DataValue, 2, -2, 0.058402800000000005
DataValue, 2.5, -2, 0.051290900000000007
DataValue, 3, -2, 0.0427722
DataValue, 0, -1.9000000000000001, -3.76684E-05
DataValue, 0.5, -1.9000000000000001, 0.0420885
DataValue, 1, -1.9000000000000001, 0.0698541
DataValue, 1.5, -1.9000000000000001, 0.074670900000000012
DataValue, 2, -1.9000000000000001, 0.0699758
DataValue, 2.5, -1.9000000000000001, 0.06329860000000001
DataValue, 3, -1.9000000000000001, 0.054852300000000007
DataValue, 0, -1.8, -3.83229E-05
DataValue, 0.5, -1.8, 0.0428771
DataValue, 1, -1.8, 0.074613300000000007
DataValue, 1.5, -1.8, 0.087222100000000011
DataValue, 2, -1.8, 0.0813872
DataValue, 2.5, -1.8, 0.075251000000000012
DataValue, 3, -1.8, 0.067180800000000013
DataValue, 0, -1.7000000000000002, -3.7885E-05
DataValue, 0.5, -1.7000000000000002, 0.0433846
DataValue, 1, -1.7000000000000002, 0.0777628
DataValue, 1.5, -1.7000000000000002, 0.0943601
DataValue, 2, -1.7000000000000002, 0.092457000000000011
DataValue, 2.5, -1.7000000000000002, 0.086918100000000012
DataValue, 3, -1.7000000000000002, 0.079382000000000008
DataValue, 0, -1.6, -3.83209E-05
DataValue, 0.5, -1.6, 0.0437166
DataValue, 1, -1.6, 0.079744100000000012
DataValue, 1.5, -1.6, 0.1000052
DataValue, 2, -1.6, 0.1000048
DataValue, 2.5, -1.6, 0.10000460000000001
DataValue, 3, -1.6, 0.1000048
DataValue, 0, -1.5, -3.81883E-05
DataValue, 0.5, -1.5, 0.044196500000000007
DataValue, 1, -1.5, 0.0813682
DataValue, 1.5, -1.5, 0.10000490000000001
DataValue, 2, -1.5, 0.1000048
DataValue, 2.5, -1.5, 0.10000490000000001
DataValue, 3, -1.5, 0.1000048
DataValue, 0, -1.4000000000000001, -3.85007E-05
DataValue, 0.5, -1.4000000000000001, 0.0444734
DataValue, 1, -1.4000000000000001, 0.082415700000000008
DataValue, 1.5, -1.4000000000000001, 0.1000052
DataValue, 2, -1.4000000000000001, 0.1000048
DataValue, 2.5, -1.4000000000000001, 0.10000500000000001
DataValue, 3, -1.4000000000000001, 0.10000500000000001
DataValue, 0, -1.3, -3.84013E-05
DataValue, 0.5, -1.3, 0.0446802
DataValue, 1, -1.3, 0.0831593
DataValue, 1.5, -1.3, 0.1000047
DataValue, 2, -1.3, 0.1000047
DataValue, 2.5, -1.3, 0.10000490000000001
DataValue, 3, -1.3, 0.1000052
DataValue, 0, -1.2, -3.84289E-05
DataValue, 0.5, -1.2, 0.0448553
DataValue, 1, -1.2, 0.0837209
DataValue, 1.5, -1.2, 0.1000047
DataValue, 2, -1.2, 0.1000048
DataValue, 2.5, -1.2, 0.1000047
DataValue, 3, -1.2, 0.1000052
DataValue, 0, -1.1, -3.8729E-05
DataValue, 0.5, -1.1, 0.0449864
DataValue, 1, -1.1, 0.0841496
DataValue, 1.5, -1.1, 0.10000500000000001
DataValue, 2, -1.1, 0.10000490000000001
DataValue, 2.5, -1.1, 0.10000490000000001
DataValue, 3, -1.1, 0.10000510000000001
DataValue, 0, -1, -3.87588E-05
DataValue, 0.5, -1, 0.0451015
DataValue, 1, -1, 0.0844894
DataValue, 1.5, -1, 0.10000460000000001
DataValue, 2, -1, 0.10000500000000001
DataValue, 2.5, -1, 0.10000510000000001
DataValue, 3, -1, 0.10000510000000001
DataValue, 0, -0.9, -3.8679E-05
DataValue, 0.5, -0.9, 0.045200800000000006
DataValue, 1, -0.9, 0.0847727
DataValue, 1.5, -0.9, 0.10000500000000001
DataValue, 2, -0.9, 0.10000540000000001
DataValue, 2.5, -0.9, 0.10000510000000001
DataValue, 3, -0.9, 0.10000510000000001
DataValue, 0, -0.8, -3.8699200000000004E-05
DataValue, 0.5, -0.8, 0.045288
DataValue, 1, -0.8, 0.084998300000000013
DataValue, 1.5, -0.8, 0.10000500000000001
DataValue, 2, -0.8, 0.10000490000000001
DataValue, 2.5, -0.8, 0.1000048
DataValue, 3, -0.8, 0.1000048
DataValue, 0, -0.70000000000000007, -3.9193900000000004E-05
DataValue, 0.5, -0.70000000000000007, 0.0453662
DataValue, 1, -0.70000000000000007, 0.085205700000000009
DataValue, 1.5, -0.70000000000000007, 0.10000510000000001
DataValue, 2, -0.70000000000000007, 0.1000053
DataValue, 2.5, -0.70000000000000007, 0.10000510000000001
DataValue, 3, -0.70000000000000007, 0.10000500000000001
DataValue, 0, -0.6, -3.9030100000000004E-05
DataValue, 0.5, -0.6, 0.045430800000000007
DataValue, 1, -0.6, 0.085365400000000008
DataValue, 1.5, -0.6, 0.10000490000000001
DataValue, 2, -0.6, 0.1000047
DataValue, 2.5, -0.6, 0.1000048
DataValue, 3, -0.6, 0.10000500000000001
DataValue, 0, -0.5, -3.88958E-05
DataValue, 0.5, -0.5, 0.0454962
DataValue, 1, -0.5, 0.085513
DataValue, 1.5, -0.5, 0.1000052
DataValue, 2, -0.5, 0.10000500000000001
DataValue, 2.5, -0.5, 0.1000048
DataValue, 3, -0.5, 0.1000047
DataValue, 0, -0.4, -3.9298900000000004E-05
DataValue, 0.5, -0.4, 0.0455438
DataValue, 1, -0.4, 0.085634200000000008
DataValue, 1.5, -0.4, 0.10000510000000001
DataValue, 2, -0.4, 0.1000048
DataValue, 2.5, -0.4, 0.1000048
DataValue, 3, -0.4, 0.10000500000000001
DataValue, 0, -0.3, -3.9064000000000004E-05
DataValue, 0.5, -0.3, 0.045595300000000005
DataValue, 1, -0.3, 0.085746800000000012
DataValue, 1.5, -0.3, 0.1000048
DataValue, 2, -0.3, 0.10000490000000001
DataValue, 2.5, -0.3, 0.10000510000000001
DataValue, 3, -0.3, 0.10000510000000001
DataValue, 0, -0.2, -3.93167E-05
DataValue, 0.5, -0.2, 0.045637500000000004
DataValue, 1, -0.2, 0.0858421
DataValue, 1.5, -0.2, 0.10000500000000001
DataValue, 2, -0.2, 0.1000048
DataValue, 2.5, -0.2, 0.1000047
DataValue, 3, -0.2, 0.10000510000000001
DataValue, 0, -0.1, -3.92478E-05
DataValue, 0.5, -0.1, 0.0456736
DataValue, 1, -0.1, 0.08592000000000001
DataValue, 1.5, -0.1, 0.1000048
DataValue, 2, -0.1, 0.1000047
DataValue, 2.5, -0.1, 0.10000510000000001
DataValue, 3, -0.1, 0.10000510000000001
DataValue, 0, 0, -3.9412E-05
DataValue, 0.5, 0, 0.0457216
DataValue, 1, 0, 0.08601650000000001
DataValue, 1.5, 0, 0.1000048
DataValue, 2, 0, 0.10000490000000001
DataValue, 2.5, 0, 0.1000047
DataValue, 3, 0, 0.10000510000000001
DataValue, 0, 0.1, -3.97476E-05
DataValue, 0.5, 0.1, 0.0457465
DataValue, 1, 0.1, 0.0860786
DataValue, 1.5, 0.1, 0.1000048
DataValue, 2, 0.1, 0.10000490000000001
DataValue, 2.5, 0.1, 0.10000510000000001
DataValue, 3, 0.1, 0.10000490000000001
DataValue, 0, 0.2, -3.92937E-05
DataValue, 0.5, 0.2, 0.0457844
DataValue, 1, 0.2, 0.086145400000000011
DataValue, 1.5, 0.2, 0.10000510000000001
DataValue, 2, 0.2, 0.10000490000000001
DataValue, 2.5, 0.2, 0.10000500000000001
DataValue, 3, 0.2, 0.1000048
SetupTitle, FET Id-Vd
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, B1500A
TestParameter, Channel.UnitType, SMU, SMU, SMU
TestParameter, Channel.Unit, Gate, Source, Drain
TestParameter, Channel.IName, Igate, Isource, Idrain
